Symbol,Company,Sector,MarketCap,Payout Ratio,RevenueGrowth,OperatingMargin,BookValue,FreeCashFlow,TrailingPE,ForwardPE,EPS,ROE,ProfitMargin,DebttoEquity,revenue,gross_profits,ebitda,net_income,eps_forward,eps_growth,dividend_yield,dividend_rate,target_mean_price,target_high_price,target_low_price,Fair Value (Trailing),Fair Value (Forward),Last Open,Last Close,52W High,52W Low,MA10,MA14,MA20,MA30,MA50,MA60,MA75,MA100,MA150,MA200,MA250
MDT,Medtronic plc,Healthcare,1.347E+11,0.76,0.07,0.2,37.95,3947000064,28.46,17.95,3.69,0.1,0.14,59.56,34758000640,22793000960,9573000192,4764000256,5.85,0.08,2.7,2.84,110.32,125,92,105.02,105.02,105.06,105.02,86.54,63.78,100.35,98.54,96.12,95.59,95.59,95.13,94.42,93.33,90.27,89.43,88.15
MET,"MetLife, Inc.",Financial Services,50761441280,0.42,-0.06,0.07,43.81,-10518124544,14.37,7.88,5.31,0.13,0.05,164,71932002304,17450999808,5681999872,3633999872,9.69,-0.33,2.97,2.27,92.47,108,75,76.33,76.33,76.05,76.33,795.71,479.11,76,76.53,77.1,77.39,78.73,78.82,78.87,78.07,77.88,77.76,78.52
META,"Meta Platforms, Inc.",Communication Services,1.59703E+12,0.09,0.26,0.4,76.98,18617749504,28.01,25.04,22.62,0.33,0.31,26.31,1.89458E+11,1.55381E+11,98399002624,58527997952,25.3,-0.83,0.33,2.1,841.42,1117,685,633.61,633.61,637.69,633.61,41.32,25.3,607.57,611.8,620,658.47,688.91,700.62,711.39,716.53,696.75,672.84,664.05
MGM,MGM Resorts International,Consumer Cyclical,9512553472,0,0.02,0.05,9.83,726777856,173.9,15.12,0.2,0.1,0,913.28,17278978048,7714406912,2313121024,67177000,2.3,,,,42.5,62,29,34.78,34.78,34.12,34.78,148.57,96.24,32.38,32.52,32.29,32.28,32.96,33.43,34.28,34.93,34.35,33.77,33.95
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,7176236032,0,0.01,0.07,134.66,682712512,17.19,10.36,6.72,0.05,0.04,28.03,10722899968,2692499968,1321299968,421100000,11.15,-0.31,,,138.12,155,118,115.5,115.5,113.41,115.5,84.63,63.15,108.06,108.29,109.23,114.37,119.16,122.07,123.62,121.77,115.98,115.09,117.05
MKC,"McCormick & Company, Incorporated",Consumer Defensive,18061682688,0.61,0.03,0.17,21.44,481412512,23.37,21.57,2.88,0.14,0.11,75.36,6787899904,2595099904,1292400000,778000000,3.12,0.01,2.85,1.92,76.92,91,67,67.3,67.3,66.93,67.3,665.18,440.72,66.49,66.13,65.53,65.97,65.89,66.3,66.96,67.88,69.75,71.81,72.5
MLM,"Martin Marietta Materials, Inc.",Basic Materials,37541195776,0.16,0.12,0.28,161.42,-444750016,31.96,29.87,19.48,0.13,0.17,60.62,6903000064,2108999936,2326000128,1184000000,20.84,0.16,0.53,3.32,666.29,754,440,622.5,622.5,615.75,622.5,245.83,174.18,602.37,606.17,608.8,613.28,618.76,618.59,616.81,607.07,586.3,561.06,557.04
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,89819709440,0.41,0.12,0.19,30.92,4722874880,21.93,19.37,8.33,0.29,0.16,139.5,26453000192,11626999808,7729999872,4127000064,9.43,0,1.97,3.6,212.85,258,181,182.7,182.7,182.04,182.7,172.85,120.83,180.91,180.85,180.07,182.36,189.79,191.55,194.63,197.38,205.47,211.56,212.23
MMM,3M Company,Industrials,90973151232,0.46,0.04,0.24,8.71,-489875008,27.24,21.62,6.27,0.73,0.14,281.9,24824999936,10172999680,6160999936,3400999936,7.9,-0.38,1.71,2.92,174.94,212,110,170.8,170.8,171.11,170.8,72.62,45.7,167.98,167.8,166.45,165.15,160.65,159.72,158.67,156.86,152.93,150.3,147.27
MNST,Monster Beverage Corporation,Consumer Defensive,73315672064,0,0.17,0.31,7.93,1592852480,42.64,40.13,1.76,0.26,0.22,0.78,7975330816,4451307008,2487678976,1726952960,1.87,0.4,,,72.23,82,50,75.04,75.04,74.87,75.04,67.51,47.59,72.68,72.07,70.5,70.13,68.79,68,67.06,65.34,64.31,62.18,59.92
MO,"Altria Group, Inc.",Consumer Defensive,98592800768,0.79,-0.02,0.63,-1.58,7409124864,11.2,10.97,5.24,,0.44,,20166000640,14556999680,12608000000,8844000256,5.35,0.05,7.22,4.24,62.58,73,47,58.69,58.69,58.5,58.69,359.97,145.03,58.24,58.17,57.82,59.88,62.09,62.61,63.2,62.3,60.74,59.17,57.4
MOH,"Molina Healthcare, Inc.",Healthcare,8039485952,0,0.12,0.01,82.18,-186375008,9.13,5.77,16.24,0.2,0.02,91.91,42842001408,4487000064,1456999936,883000000,25.71,-0.73,,,170,200,144,148.33,148.33,146.5,148.33,37.97,21.99,140.86,141.86,144.29,155.54,170.27,171.56,171.83,173.69,216.17,240.8,252.24
MOS,The Mosaic Company,Basic Materials,7700315136,0.23,0.23,0.12,40.27,192387504,6.28,9.86,3.86,0.1,0.1,37.13,11894599680,1861200000,2287200000,1229200000,2.46,2.4,3.63,0.88,34.33,43,26,24.26,24.26,24.21,24.26,201.61,113.82,24.54,24.86,25.41,26.75,29.53,30.15,30.64,31.74,32.58,30.84,29.81
MPC,Marathon Petroleum Corporation,Energy,58292858880,0.39,-0.01,0.05,56.8,1757750016,20.4,18.8,9.4,0.19,0.02,143.18,1.33581E+11,12437999616,8293000192,2879000064,10.2,1.41,2.09,4,201.33,220,163,191.74,191.74,189.99,191.74,1123.38,437.16,193.21,193.95,192.93,191.62,190.52,188.87,184.96,181.07,173.26,164.55,160.39
MPWR,"Monolithic Power Systems, Inc.",Technology,44311580672,0.15,0.19,0.26,74.48,490344384,23.75,53.84,38.94,0.64,0.71,0.53,2660968960,1469881984,740320000,1895154048,17.18,0.26,0.67,6.24,1180.93,1300,920,924.95,924.95,920.19,924.95,101.32,71.87,893.92,913.34,939.97,977.46,959.56,941.89,921.53,878.63,813.81,757.14,728.81
MRK,"Merck & Co., Inc.",Healthcare,2.61343E+11,0.43,0.04,0.41,20.84,14527875072,13.84,11.13,7.56,0.39,0.3,79.71,64234999808,50007998464,31523000320,19033999360,9.4,0.87,3.25,3.4,104.27,139,82,104.63,104.63,104.6,104.63,50.9,23.04,97.36,94.93,91.89,90.15,87.71,86.88,86.25,84.9,82.61,83.29,85.71
MRNA,"Moderna, Inc.",Healthcare,9772248064,0,-0.45,-0.26,23.86,-1984375040,,-2.87,-8.06,-0.29,-1.4,7.87,2232000000,-3494000128,-3255000064,-3116000000,-8.7,,,,37.21,135,17,,25.01,24.78,25.01,166.93,92.37,24.36,24.71,24.89,25.41,25.88,25.66,25.72,26.98,26.94,27.9,30.28
MS,Morgan Stanley,Financial Services,2.68089E+11,0.39,0.19,0.39,62.98,,17.21,21.18,9.76,0.15,0.24,420.55,68531998720,59484000256,,15562999808,7.93,0.49,2.38,4,169.57,198,125,167.94,167.94,166.98,167.94,636.39,483.67,162.41,163.42,163.62,162.64,160.37,159.09,156.56,152.58,144.32,137.43,135.47
MSCI,MSCI Inc.,Financial Services,42284019712,0.44,0.1,0.56,-25.48,1095833472,35.71,33.02,15.76,,0.4,,3055439872,2516888064,1770738944,1223150976,17.04,0.19,1.28,7.2,657.56,710,535,562.74,562.74,560.68,562.74,554.54,343.59,561.54,566.65,570.11,561.88,560.76,562.17,562.5,560.74,559.65,557.94,565.68
MSFT,Microsoft Corporation,Technology,3.6088E+12,0.24,0.18,0.49,48.84,53327376384,34.48,32.47,14.08,0.32,0.36,33.15,2.93812E+11,2.02037E+11,1.66437E+11,1.04912E+11,14.95,0.13,0.75,3.64,625.41,730,483,485.5,485.5,486.31,485.5,502.83,387,488.42,493.08,498.83,506.87,510.06,508.98,508.89,509.9,492.86,466,458.28
MSI,"Motorola Solutions, Inc.",Technology,61560135680,0.35,0.08,0.27,13.96,1947500032,29.68,25.15,12.45,1.15,0.19,423.89,11313000448,5834999808,3344999936,2116000000,14.69,0.01,1.31,4.84,498.44,525,465,369.5,369.5,372.4,369.5,219.44,148.52,372.83,378.36,385.25,404.36,426.16,435.09,440.88,438.13,430.9,428.95,436.87
MTB,M&T Bank Corporation,Financial Services,29728671744,0.34,0.08,0.44,170.44,,11.74,11.69,16.21,0.1,0.31,,9080000512,9080000512,,2624999936,16.28,0.2,3.15,6,217.93,251,185,190.24,190.24,190.87,190.24,38.99,26.09,185.99,186.35,185.29,184.1,187.92,189.7,190.76,191.01,187.84,184.32,186.29
MTCH,"Match Group, Inc.",Communication Services,7993467904,0.36,0.02,0.31,-0.94,872391488,15.52,13.4,2.14,,0.16,,3469367040,2509380096,1053318016,562092992,2.48,0.23,2.29,0.76,37.32,49,31,33.22,33.22,33.38,33.22,1454.68,946.69,32.21,32.44,32.44,32.52,33.39,34.1,34.75,34.51,33.02,32.41,32.41
MTD,Mettler-Toledo International Inc.,Healthcare,30621503488,0,0.08,0.28,-12.2,740551360,37.17,34.9,39.99,,0.21,,3941790976,2354525952,1199320064,835729024,42.6,0.06,,,1492.64,1700,1200,1486.55,1486.55,1492.25,1486.55,246.41,61.44,1431.96,1434.6,1429.21,1416.93,1360.23,1346.83,1337.32,1310.56,1257.05,1238.01,1246.81
MU,"Micron Technology, Inc.",Technology,2.59123E+11,0.06,0.46,0.33,48.27,-891500032,30.3,17.89,7.6,0.17,0.23,28.34,37377998848,14872999936,18090000384,8538999808,12.87,2.57,0.2,0.46,220.5,338,107,230.26,230.26,229.62,230.26,29.29,14.21,226.76,231.77,231.06,224.27,205.38,195.25,180.12,163.75,143.55,129.55,122.93
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,8344869888,0,0.05,0.26,4.82,-1316698496,13.19,8.77,1.39,0.4,0.07,699.72,9692558336,4069335040,2542863872,663528000,2.09,-0.1,,,28.2,40,21,18.33,18.33,18.4,18.33,97.36,64.46,18.01,18.29,18.92,20.34,21.94,22.57,22.98,23.18,21.67,21.28,22.37
NDAQ,"Nasdaq, Inc.",Financial Services,51630100480,0.36,0.03,0.32,20.99,1804875008,32.14,28.66,2.8,0.14,0.2,79.87,8168000000,5084000256,3007000064,1624999936,3.14,0.38,1.2,1.08,103.13,115,74,89.98,89.98,89.3,89.98,262.94,163.83,87.4,87.55,87.04,87.45,87.92,88.92,89.99,90.69,88.13,84.92,83.75
NDSN,Nordson Corporation,Industrials,13449129984,0.39,0.12,0.27,53.07,364837504,29.94,22.86,7.95,0.16,0.16,74.48,2784348928,1519140992,838913984,455008000,10.41,0.09,1.38,3.28,257.3,285,224,238,238,237.55,238,87.53,60.75,231.64,232.6,232.2,233.19,231.51,230.36,228.35,225.11,218.44,213.62,214.86
NEE,"NextEra Energy, Inc.",Utilities,1.78146E+11,0.7,0.05,0.31,26.02,-13650499584,27.16,23.24,3.15,0.08,0.25,144.16,26296999936,16314999808,14449999872,6503000064,3.68,0.31,2.65,2.27,91,103,56,85.54,85.54,85.25,85.54,98.58,36.35,84.15,84.25,83.35,83.38,81.23,79.4,78.18,76.63,74.2,72.64,72.05
NEM,Newmont Corporation,Basic Materials,99431661568,0.16,0.2,0.47,30.4,9337749504,14.08,23.63,6.43,0.23,0.33,16.91,21503000576,12750999552,12248999936,7186999808,3.83,1.08,1.1,1,103.57,120,62,90.52,90.52,87.2,90.52,1341.15,788.65,86.53,87.07,85.27,85.67,85.64,84.28,81.56,76.8,69.28,63.71,59.01
NFLX,"Netflix, Inc.",Communication Services,4.49749E+11,0,0.17,0.28,6.12,23363989504,44.23,4.46,2.4,0.43,0.24,65.82,43378786304,20858714112,12969651200,10431287296,23.78,0.09,,,134.63,160,77,106.14,106.14,105.74,106.14,44.58,34.12,108.85,110.02,110,111.61,115.07,116.36,117.5,118.3,119.11,113.37,109.14
NI,NiSource Inc.,Utilities,20708655104,0.58,0.18,0.23,19.11,-857825024,23.03,23.53,1.9,0.09,0.14,140.58,6327099904,3215500032,2755500032,893500032,1.86,0.06,2.56,1.12,45.8,49,41,43.76,43.76,43.28,43.76,81.06,51.67,43.03,43.22,43.01,43.08,42.8,42.35,42.28,41.97,40.93,40.33,39.47
NKE,"NIKE, Inc.",Consumer Cyclical,95092695040,0.82,0.01,0.08,9.12,3629374976,32.99,19.92,1.95,0.21,0.06,82.13,46440001536,19476000768,4196999936,2895000064,3.23,-0.3,2.55,1.64,83.3,120,38,64.33,64.33,63.5,64.33,640.9,420.66,63.24,62.97,62.95,64.61,66.79,67.93,69.69,70.83,67.92,67.75,68.99
NOC,Northrop Grumman Corporation,Industrials,81200496640,0.31,0.04,0.13,111.97,2280375040,20.41,20.21,27.79,0.26,0.1,109.4,40928002048,7949000192,6576999936,4019000064,28.06,0.1,1.63,9.24,667.21,770,533,567.11,567.11,569.61,567.11,1198.09,678.66,564.69,564.56,568.04,577.98,588.41,586.74,586.56,578.37,546.97,530.86,518.98
NOW,"ServiceNow, Inc.",Technology,1.67087E+11,0,0.22,0.17,54.45,3909874944,97.06,48.07,8.27,0.17,0.14,21.25,12666999808,9886999552,2497999872,1731000064,16.7,0.16,,,1147.35,1332,766,802.72,802.72,817.25,802.72,180.08,78.84,822.81,834.35,853.74,877.76,895.54,901.39,898.76,909.9,941.01,918.87,950.52
NRG,"NRG Energy, Inc.",Utilities,32600825856,0.26,0.06,0.06,6.87,1836625024,25.19,24.43,6.69,0.64,0.05,615.08,29778999296,6477000192,3646000128,1374000000,6.9,,1.04,1.76,208.14,341,145,168.54,168.54,165.88,168.54,300.79,198.48,164.87,165.68,167.47,167.76,166.79,165.17,161.67,160.13,155.33,140.88,132.26
NSC,Norfolk Southern Corporation,Industrials,65078853632,0.41,0.02,0.37,67.48,1376499968,22.12,21.36,13.11,0.2,0.24,116.35,12229999616,5678000128,5678000128,2959000064,13.58,-0.35,1.86,5.4,311.68,361,285,290.03,290.03,289.06,290.03,132.76,71.18,284.01,284.67,283.56,283.71,287.19,285.12,283.9,281.08,267.83,258.32,255.35
NTAP,"NetApp, Inc.",Technology,21808308224,0.36,0.03,0.25,4.98,1278499968,19.03,14.41,5.74,1.25,0.18,277.79,6637000192,4663000064,1703000064,1176999936,7.58,0.06,1.9,2.08,125,140,110,109.25,109.25,116.52,109.25,135.48,80.54,107.87,109.01,110.96,113.08,116,117.01,115.74,112.98,108.4,104.89,107.74
NTRS,Northern Trust Corporation,Financial Services,25047080960,0.36,0.04,0.3,63.83,,15.31,17.2,8.58,0.13,0.22,,7932899840,7932899840,,1669200000,7.64,0.03,2.44,3.2,134.36,155,115,131.37,131.37,130.11,131.37,158.37,96.79,127.27,128.25,128.14,127.55,128.96,128.92,128.79,128.17,121.47,115.58,113.4
NUE,Nucor Corporation,Basic Materials,36418277376,0.31,0.14,0.1,90.75,-737886976,22.38,17,7.11,0.09,0.05,31.25,31882999808,3660999936,3976999936,1647000064,9.36,1.5,1.38,2.2,169.69,182,150,159.13,159.13,156.25,159.13,212.19,86.61,150.79,149.09,148.47,145.85,141.9,142.01,142.81,142.2,134.81,131.92,130.83
NVDA,NVIDIA Corporation,Technology,4.3961E+12,0.01,0.62,0.63,4.89,53282873344,44.62,43.75,4.04,1.07,0.53,9.1,1.87142E+11,1.31093E+11,1.12696E+11,99198001152,4.12,0.67,0.02,0.04,250.39,352,140,180.26,180.26,181.63,180.26,9376.75,6562.85,183.17,186.13,190,189.24,186.81,184.56,183.23,180.92,166.03,153.43,149.76
NVR,"NVR, Inc.",Consumer Cyclical,20907495424,0,-0.05,0.17,1386.54,1327048448,16.64,14.61,454.76,0.35,0.14,27.02,10582633472,2505075968,1915858944,1433432960,518.05,-0.14,,,8533.33,9200,7900,7566.67,7566.67,7435.94,7566.67,35.47,26.17,7278.68,7283.11,7250.76,7359.13,7580.95,7711.42,7797.26,7774.18,7590.71,7499.51,7660.29
NWS,News Corporation,Communication Services,16372355072,0.24,0.02,0.1,15.44,671124992,35.33,26.27,0.83,0.07,0.14,31.44,8499999744,4808000000,1148000000,474000000,,-0.05,0.68,0.2,29,29,29,29.32,,29.14,29.32,31.61,23.3,28.95,29.34,29.42,29.67,30.67,31.02,31.62,32.14,32.26,31.93,31.81
NWSA,News Corporation,Communication Services,14973197312,0.24,0.02,0.1,15.44,671124992,30.82,24.13,0.83,0.07,0.14,31.44,8499999744,4808000000,1148000000,474000000,1.06,-0.05,0.78,0.2,36.69,43,28.8,25.58,25.58,25.37,25.58,251.86,146.73,25.49,25.86,25.88,26.02,27.11,27.51,27.91,28.25,28.22,27.94,27.97
NXPI,NXP Semiconductors N.V.,Technology,48849723392,0.5,-0.02,0.28,39.84,1663374976,23.92,14.82,8.1,0.21,0.17,117.34,12044999680,6672999936,3996000000,2060999936,13.07,-0.11,2.09,4.06,258.43,292,210,193.76,193.76,191.79,193.76,60.62,49.08,191.94,195.43,199.16,205.11,212.49,214,217.48,217.88,213.34,209.63,209.98
O,Realty Income Corporation,Real Estate,52563415040,3,0.1,0.45,42.45,2043045248,53.4,35.94,1.07,0.02,0.17,73.98,5614793216,5197760000,5052203008,962116992,1.59,0.15,5.66,3.23,63.33,75,59,57.14,57.14,56.74,57.14,231.78,133.69,56.78,56.79,56.88,57.77,58.34,58.46,58.31,57.78,56.97,56.33,55.4
ODFL,"Old Dominion Freight Line, Inc.",Industrials,28353785856,0.22,-0.04,0.26,20.36,742697600,27.2,22.87,4.96,0.25,0.19,1.99,5574922240,2190703104,1751644032,1057377024,5.9,-0.1,0.83,1.12,155.38,181,114,134.91,134.91,133.45,134.91,112.17,64.02,131.79,133.85,135.45,136.4,137.76,139.36,141.87,145.7,150.92,155.41,162.66
OKE,"ONEOK, Inc.",Energy,45033848832,0.75,0.72,0.18,35.06,1428625024,13.15,11.98,5.44,0.18,0.11,152.22,31563999232,10090999808,7376999936,3339000064,5.97,0.26,5.76,4.12,88.79,114,72,71.51,71.51,70.96,71.51,102.34,67.76,70.05,69.61,68.5,68.19,69.29,69.69,70.42,72.26,74.83,78.5,82.42
OMC,Omnicom Group Inc.,Communication Services,13851187200,0.41,0.04,0.16,23.91,1739887488,10.55,8.28,6.78,0.27,0.08,128.06,16065300480,2987099904,2581600000,1334599936,8.64,-0.1,3.92,2.8,100.56,115,82,71.5,71.5,72.6,71.5,74.52,31.04,72.94,73.17,73.37,75.03,76.04,76.3,76.42,75.45,74.49,75.3,77.54
ON,ON Semiconductor Corporation,Technology,20301467648,0,-0.12,0.19,19.5,1275187456,68,11.49,0.73,0.04,0.05,45.83,6187800064,2493499904,1864499968,319100000,4.32,-0.33,,,58.7,80,40,49.64,49.64,48.3,49.64,345.12,117.98,46.97,47.41,48.12,49.6,49.69,49.53,49.7,51.2,49.86,48.16,50.62
ORCL,Oracle Corporation,Technology,5.84298E+11,0.42,0.12,0.31,8.5,-2832250112,47.44,28.63,4.32,0.69,0.21,452.53,59017998336,41113001984,24462999552,12440999936,7.16,-0.02,0.98,2,342.28,430,175.14,204.96,204.96,209.5,204.96,108.72,78.3,211.8,218.66,229.04,247.04,266.54,268.27,261.82,257.55,230.86,210.37,202.32
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,85880741888,0,0.08,0.21,-1.06,1004949888,35.25,2.26,2.88,,0.14,,17463279616,8989000704,3869545984,2484105984,44.94,0.13,,,110,125,64,101.51,101.51,101.5,101.51,105.86,83.85,99.51,99.11,97.63,98.03,100.33,101.27,101.6,100.5,97.28,95.57,93.09
OTIS,Otis Worldwide Corporation,Industrials,34761531392,0.48,0.04,0.17,-13.91,1519374976,26.13,21.14,3.39,,0.09,,14309999616,4348000256,2540999936,1347000064,4.19,-0.29,1.9,1.68,103.25,120.46,92,88.57,88.57,88.54,88.57,52.36,34.4,88.02,88.65,89.35,90.07,90.04,89.69,89.15,89.71,91.69,93.26,93.4
OXY,Occidental Petroleum Corporation,Energy,40807415808,0.69,-0.08,0.18,28.39,3033125120,30.46,13.11,1.36,0.06,0.08,62.22,26601000960,16912000000,12693000192,1460000000,3.16,-0.33,2.32,0.96,50.38,64,38,41.42,41.42,41.39,41.42,223.61,144.15,41.73,41.73,41.36,41.4,43,43.51,43.9,43.89,43.31,43.7,44.61
PANW,"Palo Alto Networks, Inc.",Technology,1.26776E+11,0,0.16,0.12,12.52,3034449920,117.31,25.74,1.58,0.15,0.12,4.95,9556500480,7020899840,1382499968,1116899968,7.2,-0.04,,,224.53,255,131,185.35,185.35,187.15,185.35,267.33,156.5,193.73,199.6,204.56,207.81,207.77,206.13,201.69,198,196.59,192.33,191.47
PAYC,"Paycom Software, Inc.",Technology,9047185408,0.19,0.09,0.23,31.72,370201504,19.95,18.44,8.06,0.29,0.23,4.94,2001299968,1736999936,524500000,453200000,8.72,0.5,0.93,1.5,209.94,250,165,160.82,160.82,163.74,160.82,158.49,110.7,162.1,163.31,168.54,178.75,190.34,195.39,201.14,207.86,219.82,218.18,217.01
PAYX,"Paychex, Inc.",Technology,40095809536,0.92,0.17,0.37,11.03,1686925056,24.98,21.06,4.46,0.41,0.28,126.47,5793200128,4219000064,2628000000,1613699968,5.29,-0.1,3.88,4.32,134.14,150,120,111.41,111.41,111.81,111.41,114.66,84.08,110.72,110.96,112.03,115.94,119.95,122.11,125.08,129.1,135.7,137.85,138.09
PCAR,PACCAR Inc,Industrials,55120195584,0.25,-0.19,0.1,36.88,539500032,20.58,13.52,5.1,0.14,0.09,82.45,29531500544,4393099776,3823399936,2690899968,7.76,-0.4,1.26,1.32,107.28,126,90,104.95,104.95,104.65,104.95,21.59,12.95,99.27,98.99,98.72,98.54,97.88,98.21,98.38,98.04,96.32,96.68,98.82
PCG,PG&E Corporation,Utilities,35188547584,0.08,0.05,0.21,13.83,-3355624960,13.45,10.82,1.19,0.09,0.1,185.52,24761999360,9420000256,9537999872,2598000128,1.48,0.38,0.62,0.1,21.23,25,18,16.01,16.01,15.89,16.01,92.35,73.5,16.05,16.21,16.18,16.25,15.96,15.82,15.69,15.27,15.43,15.7,16.21
PEG,Public Service Enterprise Group Incorporated,Utilities,41554567168,0.6,0.22,0.27,34.09,-380875008,20.01,20.45,4.16,0.13,0.18,138.21,11717999616,4167000064,4433999872,2082000000,4.07,0.19,3.03,2.52,91.03,107,71,83.25,83.25,82.27,83.25,160.68,125.14,82.08,82.47,82.07,82.43,82.26,82.09,82.31,83.05,81.86,81.48,82
PEP,"PepsiCo, Inc.",Consumer Defensive,2.02596E+11,1.06,0.03,0.17,14.16,7137500160,28.19,17.15,5.25,0.37,0.08,260.19,92365996032,50126000128,17016000512,7223000064,8.63,-0.11,3.85,5.69,153.91,172,115,147.98,147.98,146.32,147.98,27.21,19.83,146.66,145.83,145.31,147.48,145.72,145.25,145.74,144.23,139.31,140.62,141.93
PFE,Pfizer Inc.,Healthcare,1.4618E+11,0.99,-0.06,0.35,16.32,14302749696,14.95,8.77,1.72,0.11,0.16,66.53,62784999424,46968000512,24458999808,9797000192,2.93,-0.21,6.69,1.72,29.04,36.16,24,25.71,25.71,25.7,25.71,87.76,67.06,25.23,25.18,24.87,24.64,24.63,24.52,24.55,24.41,23.89,23.8,23.95
PFG,"Principal Financial Group, Inc.",Financial Services,18846210048,0.44,0.22,0.07,52.9,1430724992,12.4,10.02,6.82,0.14,0.1,34.14,15800800256,7361500160,2175500032,1573500032,8.44,,3.74,3.16,89.08,103,74,84.6,84.6,84.82,84.6,176.43,144.46,83.59,83.71,83.37,82.17,82.19,81.99,81.32,80.51,79.26,79.36,79.15
PG,The Procter & Gamble Company,Consumer Defensive,3.46977E+11,0.6,0.03,0.28,22.47,12200999936,21.64,19.98,6.85,0.32,0.2,67.12,84933001216,43553001472,24721999872,16472999936,7.42,0.21,2.85,4.23,169.05,186,148,148.25,148.25,147.92,148.25,292.65,199.9,147.83,147.66,147.72,148.71,149.58,150.91,151.88,152.28,154.78,157.4,158.7
PGR,The Progressive Corporation,Financial Services,1.34374E+11,0.27,0.14,0.15,60.49,15078200320,12.58,16.61,18.22,0.34,0.13,19.45,85165998080,15249999872,14092999680,10712999936,13.8,0.12,2.14,4.9,257.44,350,189,229.15,229.15,226.56,229.15,850.02,484.88,225.5,223.69,218.82,218.78,227.84,230.85,234.21,236.94,249.17,255.24,252.96
PH,Parker-Hannifin Corporation,Industrials,1.09016E+11,0.24,0.04,0.21,109.18,3098715904,30.68,29.26,28.08,0.27,0.18,74.95,20029999104,7450999808,5207000064,3640999936,29.44,0.18,0.84,7.2,900.42,1000,570,861.49,861.49,852.42,861.49,141.88,87.74,834.53,838.73,821.42,798.85,778.47,774.74,769.17,756.65,723.85,696.1,689.39
PHM,"PulteGroup, Inc.",Consumer Cyclical,25173196800,0.07,-0.02,0.17,65.72,985862400,9.84,9.45,12.96,0.22,0.15,16.94,17622999040,4785011200,3504635904,2630353920,13.5,-0.12,0.82,1.04,137,160,98,127.59,127.59,125.29,127.59,244.78,170.61,118.52,119.07,119.13,119.95,123.82,125.99,126.79,124.01,116.82,113.04,113.44
PKG,Packaging Corporation of America,Consumer Cyclical,18309783552,0.51,0.06,0.16,53.21,368400000,20.53,18.1,9.91,0.2,0.1,91.62,8771800064,1931900032,1852700032,888200000,11.24,-0.05,2.46,5,224.7,263,155,203.49,203.49,200.68,203.49,127.5,83.8,197.5,198.55,198.08,200.68,205.58,206.96,206.7,204.8,199.49,198.41,203.84
PLD,"Prologis, Inc.",Real Estate,1.19044E+11,1.16,0.09,0.43,56.61,4712527872,37.36,36.41,3.43,0.06,0.35,62.79,9100544000,6925029888,6452320256,3201500928,3.52,-0.24,3.15,4.04,130.3,145,116,128.16,128.16,127.51,128.16,207.52,55.3,124.75,124.93,124.67,124.88,120.95,119.58,117.47,114.75,111.54,110.85,110.45
PLTR,Palantir Technologies Inc.,Technology,3.95102E+11,0,0.63,0.33,2.77,1180160000,385.51,352.7,0.43,0.2,0.28,3.52,3896163072,3148419072,875796992,1095366016,0.47,2,,,185.76,255,50,165.77,165.77,166.85,165.77,183.57,113.18,165.23,171.36,177.74,179.75,179.98,177.32,174.48,170.77,156.66,140.35,128
PM,Philip Morris International Inc.,Consumer Defensive,2.43598E+11,0.79,0.09,0.41,-7.01,7741749760,22.32,21.73,7.01,,0.22,,39992000512,26762999808,17959999488,8600999936,7.2,0.13,3.76,5.88,182.94,220,158,156.49,156.49,157.94,156.49,208.54,141.09,155.06,155.11,152.61,153.27,155.56,156.72,158.58,161.09,165.46,162,154.27
PNC,"The PNC Financial Services Group, Inc.",Financial Services,75396751360,0.42,0.11,0.4,135.67,,12.4,12.78,15.48,0.11,0.3,,21799000064,21799000064,,6159000064,15.01,0.25,3.54,6.8,220.55,240,191,191.88,191.88,192.34,191.88,113.69,73.68,185.36,185.33,184.61,183.75,188.4,190.52,191.9,191.71,185.46,181.21,183.53
PNR,Pentair plc,Industrials,17389828096,0.25,0.03,0.24,23.11,663275008,27.06,21.87,3.92,0.18,0.16,44.76,4128399872,1668999936,1080600064,654099968,4.85,0.33,0.94,1,121.89,136,100,106.08,106.08,105.53,106.08,93.67,78.26,104,105.22,105.76,106.83,108.11,108.46,108.15,107.07,103.96,99.8,100.26
PNW,Pinnacle West Capital Corporation,Utilities,10842753024,0.74,0.03,0.32,59.89,-451426880,18.68,19.36,4.85,0.09,0.11,197.56,5307180032,2184401920,2029062016,594300992,4.68,0.01,4.02,3.64,95.86,115,80,90.59,90.59,89.74,90.59,353.5,230.05,89.25,88.99,88.85,89.59,89.13,88.74,88.94,89.22,89.11,89.26,88.14
PODD,Insulet Corporation,Healthcare,23004280832,0,0.3,0.17,19.68,215337504,95.28,84.44,3.43,0.2,0.1,77.71,2521799936,1788700032,510900000,246200000,3.87,0.15,,,378.21,432,314,326.8,326.8,327.54,326.8,391.14,242.1,331.05,329.55,325.78,324.87,322.19,325.31,326.24,317.46,312.23,299.74,293.98
