Symbol,Name,Market Cap,Country,Volume,Sector,Industry
ATOS,Atossa Therapeutics Inc. Common Stock,289969212,United States,2228483,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ATRA,Atara Biotherapeutics Inc. Common Stock,1604775556,United States,340461,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,AtriCure Inc. Common Stock,3523889154,United States,183360,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation Common Stock,1371250565,United States,1486,Health Care,Medical/Dental Instruments
ATRO,Astronics Corporation Common Stock,386962969,United States,87333,Capital Goods,Military/Government/Technical
ATRS,Antares Pharma Inc. Common Stock,581545278,United States,312794,Health Care,Medical/Dental Instruments
ATVI,Activision Blizzard Inc. Common Stock,47442103651,United States,9678381,Technology,Computer Software: Prepackaged Software
ATXI,Avenue Therapeutics Inc. Common Stock,20757533,United States,89461,Consumer Durables,Specialty Chemicals
ATXS,Astria Therapeutics Inc. Common Stock,90285770,United States,37366,Health Care,Biotechnology: Pharmaceutical Preparations
AUB,Atlantic Union Bankshares Corporation Common Stock,2700059603,United States,105307,Finance,Major Banks
AUBN,Auburn National Bancorporation Inc. Common Stock,118881940,United States,506,Finance,Major Banks
AUDC,AudioCodes Ltd. Common Stock,1136803202,Israel,67655,Public Utilities,Telecommunications Equipment
AUGX,Augmedix Inc. Common Stock,128196494,United States,151386,Technology,Computer Software: Prepackaged Software
AUID,Ipsidy Inc. Common Stock,354796622,United States,169978,Technology,Computer Software: Prepackaged Software
AUR,Aurora Innovation Inc. Class A Common Stock,13498970075,United States,3730786,Technology,EDP Services
AURA,Aura Biosciences Inc. Common Stock,567908164,United States,301178,Health Care,Biotechnology: Pharmaceutical Preparations
AURC,Aurora Acquisition Corp. Class A Ordinary Shares,345766072,United Kingdom,56133,Finance,Finance: Consumer Services
AUTL,Autolus Therapeutics plc American Depositary Share,467410752,United Kingdom,280556,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUTO,AutoWeb Inc. Common Stock,41070907,United States,8814,Miscellaneous,Business Services
AUUD,Auddia Inc. Common Stock,26443179,United States,179763,Technology,Computer Software: Prepackaged Software
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,1360973320,United States,150585,Health Care,Hospital/Nursing Management
AVAV,AeroVironment Inc. Common Stock,2140731388,United States,58044,Capital Goods,Aerospace
AVCO,Avalon GloboCare Corp. Common Stock,83678903,United States,67999,Health Care,Hospital/Nursing Management
AVCT,American Virtual Cloud Technologies Inc. Common Stock ,31417328,United States,102189,Technology,EDP Services
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,582683675,France,166019,Health Care,Biotechnology: Pharmaceutical Preparations
AVDX,AvidXchange Holdings Inc. Common Stock,4248012338,United States,857730,Technology,EDP Services
AVEO,AVEO Pharmaceuticals Inc. Common Stock,224462187,United States,112378,Health Care,Biotechnology: Pharmaceutical Preparations
AVGO,Broadcom Inc. Common Stock,2.30E+11,United States,1208395,Technology,Semiconductors
AVGR,Avinger Inc. Common Stock,62603947,United States,982559,Health Care,Medical/Dental Instruments
AVID,Avid Technology Inc. Common Stock,1538401227,United States,337641,Technology,Computer Software: Prepackaged Software
AVIR,Atea Pharmaceuticals Inc. Common Stock,638228966,United States,4109489,Consumer Durables,Specialty Chemicals
AVNW,Aviat Networks Inc. Common Stock,351437908,United States,36475,Capital Goods,Telecommunications Equipment
AVPT,AvePoint Inc. Class A Common Stock,1277197849,United States,796159,Technology,EDP Services
AVRO,AVROBIO Inc. Common Stock,200364837,United States,1605440,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVT,Avnet Inc. Common Stock,3858747819,United States,577696,Technology,Electronic Components
AVTE,Aerovate Therapeutics Inc. Common Stock,354438906,United States,20856,Health Care,Biotechnology: Pharmaceutical Preparations
AVTX,Avalo Therapeutics Inc. Common Stock,243729689,United States,165825,Health Care,Biotechnology: Pharmaceutical Preparations
AVXL,Anavex Life Sciences Corp. Common Stock,1437683184,United States,1388674,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AWH,Aspira Women's Health Inc. Common Stock,243314611,United States,2629844,Health Care,Medical/Dental Instruments
AWRE,Aware Inc. Common Stock,65972018,United States,37982,Technology,EDP Services
AXDX,Accelerate Diagnostics Inc. Common Stock,360169710,United States,627000,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AXGN,Axogen Inc. Common Stock,433497490,United States,482289,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXLA,Axcella Health Inc. Common Stock,108247210,United States,37730,Health Care,Biotechnology: Pharmaceutical Preparations
AXNX,Axonics Inc. Common Stock,2850990444,United States,334247,Health Care,Medical/Dental Instruments
AXON,Axon Enterprise Inc. Common Stock,12314577320,United States,418293,Consumer Non-Durables,Military/Government/Technical
AXSM,Axsome Therapeutics Inc. Common Stock,1429647433,United States,443515,Health Care,Biotechnology: Pharmaceutical Preparations
AXTI,AXT Inc Common Stock,371249459,United States,131473,Technology,Semiconductors
AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,4398892798,United Kingdom,323980,Public Utilities,Electric Utilities: Central
AYLA,Ayala Pharmaceuticals Inc. Common Stock,132384913,Israel,18074,Consumer Durables,Specialty Chemicals
AYTU,Aytu BioPharma Inc.  Common Stock,54888038,United States,580135,Health Care,Biotechnology: Pharmaceutical Preparations
AZN,AstraZeneca PLC American Depositary Shares,1.75E+11,United Kingdom,3166031,Health Care,Biotechnology: Pharmaceutical Preparations
AZPN,Aspen Technology Inc. Common Stock,9998321622,United States,259840,Technology,EDP Services
BAND,Bandwidth Inc. Class A Common Stock,1795313120,United States,659208,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation Common Stock,2209699201,United States,48537,Finance,Major Banks
BANR,Banner Corporation Common Stock,2124674325,United States,54521,Finance,Major Banks
BANX,StoneCastle Financial Corp Common Stock,155461801,United States,3966,Finance,Trusts Except Educational Religious and Charitable
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,39502058,China,163282,Miscellaneous,Business Services
BASE,Couchbase Inc. Common Stock,1386538251,United States,367229,Technology,EDP Services
BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock,1577381911,United States,25887,Consumer Services,Movies/Entertainment
BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,1564311130,United States,47256,Consumer Services,Movies/Entertainment
BBBY,Bed Bath & Beyond Inc. Common Stock,2252631345,United States,3707972,Consumer Services,Other Specialty Stores
BBCP,Concrete Pumping Holdings Inc. Common Stock,488405737,United States,98058,Consumer Services,Military/Government/Technical
BBGI,Beasley Broadcast Group Inc. Class A Common Stock,63208043,United States,17886,Consumer Services,Broadcasting
BBI,Brickell Biotech Inc. Common Stock,37655324,United States,1633974,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBIG,Vinco Ventures Inc. Common Stock,413466412,United States,20806956,Consumer Non-Durables,Recreational Products/Toys
BBIO,BridgeBio Pharma Inc. Common Stock,5996319304,United States,884902,Health Care,Biotechnology: Pharmaceutical Preparations
BBLG,Bone Biologics Corp Common Stock,42333848,United States,390168,Health Care,Industrial Specialties
BBQ,BBQ Holdings Inc. Common Stock,141577456,United States,19845,Consumer Services,Restaurants
BBSI,Barrett Business Services Inc. Common Stock,572400553,United States,23773,Technology,Professional Services
BCAB,BioAtla Inc. Common Stock,946681319,United States,192287,Consumer Durables,Specialty Chemicals
BCBP,BCB Bancorp Inc. (NJ) Common Stock,260096155,United States,11282,Finance,Savings Institutions
BCDA,BioCardia Inc. Common Stock,37622921,United States,36815,Health Care,Biotechnology: Pharmaceutical Preparations
BCEL,Atreca Inc. Class A Common Stock,172378821,United States,205391,Health Care,Biotechnology: Pharmaceutical Preparations
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,124433379,United States,945238,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCML,BayCom Corp Common Stock,207726334,United States,2371,Finance,Major Banks
BCOR,Blucora Inc. Common Stock,852577565,United States,132202,Finance,Investment Managers
BCOV,Brightcove Inc. Common Stock,409676034,United States,173987,Technology,EDP Services
BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock,69513152,United States,9413,Finance,Finance: Consumer Services
BCPC,Balchem Corporation Common Stock,5490625961,United States,46921,Basic Industries,Industrial Specialties
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,2249202138,United States,1717912,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCYC,Bicycle Therapeutics plc American Depositary Shares,1614632018,United Kingdom,245693,Health Care,Biotechnology: Pharmaceutical Preparations
BDSI,BioDelivery Sciences International Inc. Common Stock,297375776,United States,745858,Health Care,Biotechnology: Pharmaceutical Preparations
BDSX,Biodesix Inc. Common Stock,181848476,United States,336467,Health Care,Precision Instruments
BDTX,Black Diamond Therapeutics Inc. Common Stock,249254529,United States,86150,Health Care,Biotechnology: Pharmaceutical Preparations
BEAM,Beam Therapeutics Inc. Common Stock,5581003214,United States,778234,Consumer Durables,Specialty Chemicals
BEAT,Heartbeam Inc. Common Stock,32105286,United States,328103,Technology,Retail: Computer Software & Peripheral Equipment
BECN,Beacon Roofing Supply Inc. Common Stock,3882724988,United States,467427,Capital Goods,Wholesale Distributors
BEEM,Beam Global Common Stock,248791624,United States,122208,Technology,Semiconductors
BELFA,Bel Fuse Inc. Class A Common Stock,174871847,United States,371,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc. Class B Common Stock,158666524,United States,31151,Capital Goods,Electrical Products
BFC,Bank First Corporation Common Stock,553472342,United States,7360,Finance,Major Banks
BFI,BurgerFi International Inc. Common Stock ,157774428,Mexico,93315,Consumer Services,Restaurants
BFIN,BankFinancial Corporation Common Stock,143697423,United States,27175,Finance,Major Banks
BFRA,Biofrontera AG American Depositary Shares,118255746,Germany,543268,Health Care,Biotechnology: Pharmaceutical Preparations
BFRI,Biofrontera Inc. Common Stock,60552000,United States,225723875,Health Care,Biotechnology: Pharmaceutical Preparations
BFST,Business First Bancshares Inc. Common Stock,577824147,United States,11129,Finance,Major Banks
BGCP,BGC Partners Inc Class A Common Stock,1773637110,United States,2249360,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation Common Stock,571601979,United States,1077307,Consumer Services,Other Specialty Stores
BGNE,BeiGene Ltd. American Depositary Shares,32980674268,Cayman Islands,110652,Health Care,Biotechnology: Pharmaceutical Preparations
BGRY,Berkshire Grey Inc. Class A Common Stock,1378107444,United States,714684,Capital Goods,Office Equipment/Supplies/Services
BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,20206141,China,374218,Consumer Non-Durables,Recreational Products/Toys
BHF,Brighthouse Financial Inc. Common Stock,4235991836,United States,310884,Finance,Life Insurance
BHSE,Bull Horn Holdings Corp. Ordinary Shares,93657188,United States,215,Finance,Business Services
BHTG,BioHiTech Global Inc. Common Stock,29735643,United States,697140,Capital Goods,Industrial Machinery/Components
BIDU,Baidu Inc. ADS,52692602808,China,2660523,Technology,Computer Software: Programming Data Processing
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,3497859017,United States,849353,Technology,Computer Software: Prepackaged Software
BIIB,Biogen Inc. Common Stock,36742274053,United States,1579814,Health Care,Biotechnology: Pharmaceutical Preparations
BILI,Bilibili Inc. American Depositary Shares,28088454602,China,4078705,Technology,EDP Services
BIMI,BIMI International Medical Inc. Common Stock,25680759,China,8430924,Health Care,Medical/Nursing Services
BIOC,Biocept Inc. Common Stock,62653155,United States,222132,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIOL,Biolase Inc. Common Stock,72041384,United States,18962939,Health Care,Medical/Dental Instruments
BIOT,Biotech Acquisition Company Class A Ordinary Shares,284050000,United States,11383,Finance,Business Services
BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,607968895,Argentina,57935,Basic Industries,Agricultural Chemicals
BIRD,Allbirds Inc. Class A Common Stock,2923410652,United States,3592577,Consumer Non-Durables,Shoe Manufacturing
BIVI,BioVie Inc. Class A Common Stock,151022357,United States,27857,Health Care,Biotechnology: Pharmaceutical Preparations
BJDX,Bluejay Diagnostics Inc. Common Stock,41129419,United States,2493277,Health Care,Medical Specialities
BJRI,BJ's Restaurants Inc. Common Stock,783703229,United States,278679,Consumer Services,Restaurants
BKCC,BlackRock Capital Investment Corporation Common Stock,316591998,United States,206190,Finance,Investment Managers
BKEP,Blueknight Energy Partners L.P. Common Units,137835255,United States,133252,Energy,Oil & Gas Production
BKNG,Booking Holdings Inc. Common Stock,95395403273,United States,295064,Transportation,Other Consumer Services
BKSC,Bank of South Carolina Corp. Common Stock,113778384,United States,821,Finance,Major Banks
